,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
9855,2695,Omar Brown,S,19980103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,69.8,198,9.25,23.0739726,29.63,,39.5,14,4.12,115,,11.77,
9865,3331,Jesse Campbell,DB,19910048,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074468085,0.29787234,0,0,0,0,0,0,0,0,0,73.9,212,9.63,22.04109589,32.5,,,,,,,,
9866,10809,Mark Jackson,DB,20131108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.38,328,,,,5.65,20.5,20,5.03,91,8.07,,
9873,9546,Steve Heiden,TE,19990069,11,0,0,0,0,0,0,0,0,0,0,0,303,201,1689,14,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033557047,1.348993289,11.33557047,0.093959732,0.006711409,0.073825503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,260,,22.58356164,,4.84,32,26,4.11,121,6.96,,
9875,16934,Billy Owens,DB,19880263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,197,9.75,22.40821918,,4.63,30.5,16,4.13,112,,11.88,
9878,21487,Darrell Stuckey,S,20100110,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0.494505495,0.230769231,0,0,0,0,0,0,0,0,0,0,0,71.5,205,,22.86575342,,4.46,39.5,17,,120,,,
9880,20963,Del Speer,DB,19930910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.88,0,0,0,0,0,0,0,0,0,71.6,196,10,23.24383562,31.5,4.67,33.5,,4.16,119,,11.59,
9885,17323,Tupe Peko,G-C,20010217,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,300,,22.60273973,,5.36,28,18,4.56,92,8.1,,
9886,3476,Ron Carpenter,DT-DE,19930403,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,189,9,23.27671233,32.13,4.68,33,12,4.29,112,,11.91,
9888,12170,Cody Kessler,QB,20160093,2,139,218,1506,951,6,3,27,188,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58333333,18.16666667,125.5,79.25,0.5,0.25,2.25,15.66666667,1,1.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.25,220,,22.98082192,,4.89,29.5,,4,104,7.32,,
9896,4450,Ernie Conwell,TE,19960059,11,0,0,0,0,0,0,0,0,16,81,2,341,211,2251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120300752,0.609022556,0.015037594,2.563909774,1.586466165,16.92481203,0.112781955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,253,10,23.69041096,31.25,4.64,39,32,4.2,121,,11.57,
9897,24151,Kevin Williams,RB,19930126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,212,8.88,23.2,32.88,4.44,41.5,17,4.11,137,,11.59,
9898,22115,Rodney Thomas,DB,19880126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0.063829787,1.106382979,0,0,0,0,0,0,0,0,0,69.8,197,9,22.35616438,,4.52,32.5,16,4.34,111,,11.64,
9904,15375,Dee Milliner,CB,20130009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.380952381,0.571428571,0.142857143,1.476190476,0,0,0,0,0,0,0,0,0,71.88,201,,21.62739726,,4.37,36,,4.32,122,6.95,,
9909,9853,Jason Hill,WR,20070076,6,0,0,0,0,0,0,0,0,2,5,0,137,78,1043,9,1,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0.092592593,0,2.537037037,1.444444444,19.31481481,0.166666667,0.018518519,0.555555556,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,72.5,204,,22.19726027,,4.35,37,,4.22,123,7.02,,
9911,4080,Michael Clemons,RB,19870218,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,3,0,19,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.875,0,0,0,0,0,0.125,0.375,0,2.375,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,163,8.25,22.29589041,28.25,4.67,29,9,4.42,108,,11.62,
9920,23585,Dana Wells,NT,19890306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,265,,22.73150685,,4.94,29,27,4.71,99,,,
9927,9792,Tyler Higbee,TE,20160110,2,0,0,0,0,0,0,0,0,0,0,0,70,32,347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592592593,1.185185185,12.85185185,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75,249,,23.3369863,,,,,,,,,
9931,1391,Darry Beckwith,LB,20090595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,234,,21.96164384,,4.75,26.5,23,4.5,110,7.39,,
9938,23825,William White,DB,19880085,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,22,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019662921,0,0,0.123595506,1.814606742,0,0,0,0,0,0,0,0,0,69.8,189,9.5,22.19178082,,4.57,33,11,4.22,111,,11.54,
9940,24975,Kevin Zeitler,G,20120027,6,0,0,0,0,0,0,0,0,0,0,0,1,1,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011494253,0.011494253,-0.045977011,0,0,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,76,314,,22.15068493,,5.32,29,32,4.61,101,7.77,,
9943,8846,Ty Hallock,RB-TE-LB,19930174,8,0,0,0,0,0,0,0,0,17,62,1,93,66,502,3,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186813187,0.681318681,0.010989011,1.021978022,0.725274725,5.516483516,0.032967033,0.054945055,0.362637363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,251,9.25,22.00273973,31.63,4.89,30,24,4.06,111,,11.7,
9945,12902,Kareem Larrimore,DB,20000109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,1.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,190,,24,,4.44,34,,,125,,,
9954,5742,Josh Doctson,WR,20160022,2,0,0,0,0,0,0,0,0,0,0,0,46,23,394,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538461538,1.769230769,30.30769231,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,202,,23.41643836,,4.5,41,14,4.08,131,6.84,,
9968,17951,Taylor Price,WR,20100090,2,0,0,0,0,0,0,0,0,0,0,0,8,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0.833333333,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38,204,,22.55342466,,4.4,37,16,4.34,114,6.82,,
9969,2096,Joe Bowden,LB,19920133,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,12.5,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006993007,0.041958042,0,0,0,0,0.087412587,0,0,0.020979021,0.272727273,0,0,0,0,0,0,0,0,0,71.5,227,8.13,22.18082192,31,,,19,,,,,
9971,8436,Shonn Greene,RB,20090065,6,0,0,0,0,0,0,0,0,1092,4612,27,108,74,547,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50.68131868,0.296703297,1.186813187,0.813186813,6.010989011,0,0,0,0,0,0,0,0,0.054945055,0,0,0,0,0,0,0,0,0,0,0,0,70.5,227,,23.69315068,,4.62,37,19,4.4,121,7.1,,
9974,9621,Trey Hendrickson,DE,20170103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,75.88,266,,22.4109589,,4.65,33.5,,4.4,122,7.03,,
9985,1814,Angelo Blackson,DT,20150100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075757576,0.393939394,0.393939394,0,0,0,0,0,0,0,0,0,0,0,76.3,318,,22.47123288,,5.02,31,20,4.57,101,7.5,,
9986,21983,Ryan Thelwell,WR,19980215,1,0,0,0,0,0,0,0,0,0,0,0,37,16,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166666667,2.666666667,44.66666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,182,9.13,25.04931507,34.13,4.59,36,,4,123,6.88,10.76,
9992,705,Geno Atkins,DT,20100120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,188,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508333333,1.566666667,0.866666667,0,0,0,0.008333333,0,0,0,0,0,0,0,73.38,293,,22.08219178,,4.75,33,34,4.43,117,7.33,,
9995,20295,Chris Simms,QB,20030097,6,322,549,3315,1475.8,12,20,51,391,36,59,2,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41666667,22.875,138.125,61.49166667,0.5,0.833333333,2.125,16.29166667,1.5,2.458333333,0.083333333,0.041666667,0.041666667,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,220,,22.67123288,,4.86,31,,4.18,103,7.37,,22
9998,20614,Fernando Smith,DE,19940055,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,283,9.38,22.74246575,34.5,5.14,27.5,23,4.6,108,,,
10005,7385,David Frisch,TE,19930841,5,0,0,0,0,0,0,0,0,0,0,0,13,9,70,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317073171,0.219512195,1.707317073,0.024390244,0.024390244,0.195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,256,10.5,,33.13,5,31,16,4.56,122,,11.87,
10007,4042,Adrian Clayborn,DL,20110020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,121,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37012987,1.571428571,0.519480519,0,0,0,0,0,0,0,0,0,0,0,74.63,281,,22.82465753,,4.78,33,,4.13,113,7.3,,
10009,116,Xavier Adibi,LB,20080118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954545455,0.363636364,0,0,0,0,0,0,0,0,0,0,0,73.75,232,,23.5369863,,4.71,30,,4.47,110,,,
10010,21170,Glen Steele,DT,19980105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011235955,0.02247191,0,0,0,0,0.039325843,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,292,10.25,23.55342466,32.5,5.15,27.5,23,4.4,99,7.74,,
10012,4091,Gregory Clifton,WR,19930826,1,0,0,0,0,0,0,0,0,0,0,0,3,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,178,9,,30,4.58,33.5,,4.14,122,,11.39,
10013,1583,Pete Bercich,LB,19940211,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,240,9.13,22.35068493,31.5,4.96,29,19,4.04,108,,11.79,
10015,6870,Aaron Fields,DE,20001121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,243,,,,4.8,34,22,4.56,115,7.51,,
10018,20350,Keith Sims,G,19900039,11,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006622517,0.059602649,0,0.006622517,0.059602649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,310,8.75,22.8630137,31.88,5.31,28,22,4.74,111,,,
10019,16768,Amobi Okoye,DT,20070010,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183908046,1.091954023,0.574712644,0,0,0,0,0,0,0,0,0,0,0,74,302,,19.89589041,,5.07,30,29,,111,7.46,,
10021,14354,Byron Maxwell,DB,20110173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,36,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247058824,0.423529412,0.129411765,1,0,0,0,0,0,0,0,0,0,72.25,202,,23.19178082,,4.43,33,24,,124,,,
10022,10078,Trindon Holliday,WR,20100197,4,0,0,0,0,0,0,0,0,1,7,0,2,2,17,0,66,1799,3,85,859,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.189189189,0,0.054054054,0.054054054,0.459459459,0,1.783783784,48.62162162,0.081081081,2.297297297,23.21621622,0.081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25,166,,24.00273973,,4.21,42,10,4.48,116,6.54,,
10030,17137,Jeremy Parquet,T,20050238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,323,,23.04931507,,5.34,28.5,17,4.8,88,7.95,,
10031,5173,Bruce Davis,WR,20080088,1,0,0,0,0,0,0,0,0,1,6,0,0,7,119,2,18,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.428571429,0,0,0.5,8.5,0.142857143,1.285714286,26.35714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,252,,22.6630137,,4.83,29,19,4.47,109,7.34,,
10032,3580,Kerry Carter,RB,20030726,2,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,32,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882353,0.382352941,0,0,0,0,0,0.941176471,19.44117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,238,,22.36438356,,4.67,36,20,4.34,118,7.28,,
10034,12086,Chris Kelsay,DE,20030048,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,32.5,157,79,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006802721,0.095238095,0,0,0,0,0.221088435,1.068027211,0.537414966,0.020408163,0.136054422,0,0.006802721,0,0,0,0,0,0,0,76.4,273,,23.50136986,,4.76,36.5,23,,121,,,
10037,24253,Sylvester Williams,DT,20130028,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,76,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.987012987,0.441558442,0,0,0,0,0,0,0,0,0,0,0,74.63,313,,24.44109589,,5.03,26.5,27,4.8,102,7.93,,25
10039,12547,Cyrus Kouandjio,OT,20140044,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.75,322,,20.8109589,,5.59,27.5,21,4.84,96,7.71,,
10044,11768,Tim Jorden,TE,19890845,4,0,0,0,0,0,0,0,0,0,0,0,13,24,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.369230769,2.723076923,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,239,,22.49589041,,4.98,31.5,16,4.45,110,,12.27,
10046,5170,Brian Davis,DB,19870030,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.044444444,0,0,0,0,0.122222222,1.666666667,0,0,0,0,0,0,0,0,0,73.1,189,8.25,23.6739726,30.5,4.45,35.5,8,4.17,119,,11.68,
10052,1193,Doug Bartlett,DT-DE,19870091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,250,9.75,23.95068493,30.75,4.75,31,31,4.12,112,,,
10053,19688,Joe Schobert,OLB,20160099,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,44,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,2.62962963,1.62962963,0.037037037,0.296296296,0,0,0,0,0,0,0,0,0,73.38,244,,22.49041096,,4.76,33.5,22,4.3,111,7.11,,
10058,3275,Shilique Calhoun,DE,20160075,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,76.38,251,,24.12328767,,4.82,35,23,4.25,115,6.97,,
10062,11164,Austin Johnson,LB,20160043,3,0,0,0,0,0,0,0,0,12,31,1,10,7,45,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1.722222222,0.055555556,0.555555556,0.388888889,2.5,0.055555556,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,76.38,314,,21.9890411,,5.32,26,25,4.75,96,7.84,,
10071,3317,Caleb Campbell,DB,20080218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,73.75,229,,21.86849315,,4.63,,24,,,,,
10075,6744,Greg Favors,LB-DE,19980120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13963964,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,73.4,229,10.25,23.56438356,33.5,4.78,32,15,4.29,115,7.53,11.89,
10077,3112,Lewis Bush,LB,19930099,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0.013888889,0.229166667,0,0,0,0,0,0,0,0,0,74.3,235,9.13,23.4109589,32.25,4.77,29.5,14,,,,,
10081,6634,Demarcus Faggins,DB,20020173,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0.238095238,0.05952381,0.05952381,0.55952381,0,0,0,0,0,0,0,0,0,70.5,178,,22.86849315,,4.56,36.5,3,3.92,118,6.64,,
10082,15431,Kory Minor,LB,19990234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,244,,22.35342466,,4.71,31,,4.27,112,7.2,,
10088,4150,Ross Cockrell,CB,20140109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,33,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.259259259,0.611111111,0.037037037,1.148148148,0,0,0,0,0,0,0,0,0,72,191,,22.76986301,,4.56,36.5,10,4.32,122,7.28,,
