,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
8393,5459,Robert Delpino,RB,19880117,6,0,0,0,0,0,0,0,0,515,1854,18,66,183,1833,9,78,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.537634409,19.93548387,0.193548387,0.709677419,1.967741935,19.70967742,0.096774194,0.838709677,16.44086022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,201,9.5,22.49041096,,4.54,34,13,4.15,120,,11.47,
8395,14583,Anthony McCoy,TE,20100185,6,0,0,0,0,0,0,0,0,0,0,0,52,31,437,3,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181818182,0.704545455,9.931818182,0.068181818,0.022727273,0.068181818,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,76.5,259,,22.33150685,,4.71,35.5,19,4.57,113,6.99,,
8397,18310,Chris Redman,QB,20000075,12,286,500,3179,1725.3,21,14,34,198,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.225806452,16.12903226,102.5483871,55.65483871,0.677419355,0.451612903,1.096774194,6.387096774,1.064516129,0.806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,222,,22.7890411,,5.37,26.5,,4.78,98,7.8,,16
8400,2783,Mkristo Bruce,DE,20070477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75,268,,22.54520548,,5.16,29,21,4.8,106,7.38,,
8401,13459,Greg Lloyd,LB,20110237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.13,246,,22.22465753,,4.8,32,22,4.46,109,7.17,,
8405,9785,Robert Hicks,T,19980068,3,0,0,0,0,0,0,0,0,1,-2,0,1,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,-0.051282051,0,0.025641026,0.025641026,-0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,351,10.5,23.43287671,36.25,5.65,21,22,5.07,97,9.17,,
8407,2943,Courtland Bullard,LB,20020167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,234,,23.64657534,,4.62,36.5,,4.28,120,6.99,,
8412,4448,Curtis Conway,WR,19930007,12,2,5,56,435.4,2,0,0,0,50,465,3,1118,601,8311,52,31,678,0,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0.029761905,0.333333333,2.591666667,0.011904762,0,0,0,0.297619048,2.767857143,0.017857143,6.654761905,3.577380952,49.4702381,0.30952381,0.18452381,4.035714286,0,0.047619048,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3,185,8.75,22.29589041,31.5,,,,,,,,
8419,24049,Derrick Williams,WR,20090082,2,0,0,0,0,0,0,0,0,1,4,0,18,9,82,0,42,931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.222222222,0,1,0.5,4.555555556,0,2.333333333,51.72222222,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,71.5,194,,22.81917808,,4.65,33,15,,,,,
8421,7461,Devin Funchess,WR,20150041,3,0,0,0,0,0,0,0,0,0,0,0,213,109,1560,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733333333,2.422222222,34.66666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,232,,20.95616438,,4.7,38.5,17,,122,,,
8428,20503,Aaron Smith,LB,19990109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,279,,23.00821918,,5.08,29.5,19,4.34,110,7.48,,
8429,5938,Kenyan Drake,RB,20160073,2,0,0,0,0,0,0,0,0,75,379,3,30,24,135,1,23,645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678571429,13.53571429,0.107142857,1.071428571,0.857142857,4.821428571,0.035714286,0.821428571,23.03571429,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,210,,22.26849315,,4.45,34.5,10,4.21,123,7.04,,
8431,21897,Stepfan Taylor,RB,20130140,4,0,0,0,0,0,0,0,0,123,396,1,27,20,156,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.921875,6.1875,0.015625,0.421875,0.3125,2.4375,0.046875,0,0,0,0,0,0,0,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,69.13,214,,21.89315068,,4.76,30,17,4.5,110,7.13,,
8432,15529,Kenny Mixon,DE,19980049,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171052632,0,0,0.01754386,0.543859649,0,0,0,0,0,0,0,0,0,76.4,270,11.38,22.89863014,35,4.9,28,18,4.47,111,8.39,,
8440,22603,Tom Tumulty,LB,19960178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724138,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,242,9.63,23.20273973,32.38,4.97,28,18,4.38,,,12.22,
8445,3828,Chris Chester,G,20060056,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038674033,0,0,0,0,0,0,0,0,0,0,0,0,75.38,303,,23.30958904,,4.91,31.5,27,4.5,106,7.31,,
8449,7089,Steve Foley,LB,19980075,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276041667,0,0,0.03125,0.052083333,0,0,0,0,0,0,0,0,0,75.5,261,10.13,22.61643836,32.25,4.68,34.5,24,4.47,117,7.84,,
8452,21900,Taywan Taylor,WR,20170072,1,0,0,0,0,0,0,0,0,6,30,0,24,14,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,2.727272727,0,2.181818182,1.272727273,19.63636364,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,203,,22.17260274,,4.5,33.5,13,4.21,132,6.57,,
8453,21319,Kenny Stills,WR,20130144,5,0,0,0,0,0,0,0,0,5,9,0,355,215,3490,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064935065,0.116883117,0,4.61038961,2.792207792,45.32467532,0.324675325,0,0,0,0,0,0,0,0.025974026,0,0,0,0,0,0,0,0,0,0,0,0,72.5,194,,21.02191781,,4.38,33.5,16,4.35,124,,,
8456,3773,John Charles,DB,19930824,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347826087,6.717391304,0,0,0,0,0,0,0,0,0,71.4,211,10.13,,31.38,,,,,,,,
8458,3895,Eugene Chung,G-T,19920013,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,295,10.5,22.88219178,32.5,5.22,32,23,4.9,114,,,
8463,12369,Kurt Kittner,QB,20020158,1,44,114,391,187.8,2,6,5,30,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285714286,16.28571429,55.85714286,26.82857143,0.285714286,0.857142857,0.714285714,4.285714286,1.142857143,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,211,,22.25479452,,4.86,27,,4.5,97,7.34,,31
8464,7323,Kavon Frazier,FS,20160212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,71.88,217,,22.63013699,,,,18,,,,,
8467,9339,Percy Harvin,WR,20090022,8,0,0,0,0,0,0,0,0,156,1019,5,537,363,4091,22,155,4247,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.974683544,12.89873418,0.063291139,6.797468354,4.594936709,51.78481013,0.278481013,1.962025316,53.75949367,0.075949367,0,0,0,0,0.088607595,0,0,0,0,0,0,0,0,0,0,0,0,71.13,192,,20.92328767,,4.39,,19,,,,,12
8468,10431,Tyrone Hughes,DB,19930137,6,0,0,0,0,0,0,0,0,3,9,0,16,8,68,0,288,7102,3,163,1422,2,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036585366,0.109756098,0,0.195121951,0.097560976,0.829268293,0,3.512195122,86.6097561,0.036585366,1.987804878,17.34146341,0.024390244,0,0,0,0.048780488,0.37804878,0,0,0,0,0,0,0,0,0,69,189,8,23.29315068,31.5,4.57,34,,,116,,,
8475,8848,Shawn Halloran,QB,19870814,1,18,42,263,70.9,0,1,5,34,3,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,87.66666667,23.63333333,0,0.333333333,1.666666667,11.33333333,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,217,10.25,23.02739726,31.25,5.14,23.5,10,4.53,94,,,
8496,2141,Cory Boyd,RB,20080238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,213,,22.7369863,,4.56,33.5,25,4.24,118,6.97,,
8499,17617,Evan Pilgrim,G,19950087,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,298,10.25,22.70136986,33.25,5.31,27.5,24,4.78,103,,,
8503,21373,Michael Stone,DB,20010054,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,191,,23.2,,4.51,41,17,,127,,,
8504,6611,Eric Everett,DB,19880122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.125,1.625,0,0,0,0,0,0,0,0,0,70.5,161,8.5,21.79726027,,4.54,38.5,,4.09,129,,11.38,
8505,4382,Bill Conaty,C,19970435,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,300,10,24.13150685,32,5.45,29,25,,,,,
8506,10635,Mark Ingram,RB,20110028,7,0,0,0,0,0,0,0,0,1147,5221,41,240,188,1247,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6043956,57.37362637,0.450549451,2.637362637,2.065934066,13.7032967,0.043956044,0,0,0,0,0,0,0,0.032967033,0,0,0,0,0,0,0,0,0,0,0,0,69.13,215,,21.36438356,,4.62,31.5,21,4.62,113,7.13,,
8508,2220,Mark Bradley,WR,20050039,5,2,2,63,277,1,0,0,0,2,20,0,198,93,1288,9,11,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033898305,0.033898305,1.06779661,4.694915254,0.016949153,0,0,0,0.033898305,0.338983051,0,3.355932203,1.576271186,21.83050847,0.152542373,0.186440678,3.271186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.38,201,,23.24657534,,4.43,39.5,,3.98,128,6.96,,
8517,4049,Keenan Clayton,LB,20100121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.513513514,0.27027027,0,0,0,0,0,0,0,0,0,0,0,73.13,229,,22.85753425,,4.59,41.5,27,,124,,,
8518,24649,Robert Woods,WR,20130041,5,0,0,0,0,0,0,0,0,6,34,0,415,250,3154,16,1,9,0,1,11,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089552239,0.507462687,0,6.194029851,3.731343284,47.07462687,0.23880597,0.014925373,0.134328358,0,0.014925373,0.164179104,0,0,0.074626866,0.029850746,0,0,0,0,0,0,0,0,0,0,0,73,201,,21.05479452,,4.51,33.5,14,4.47,117,7.15,,23
8519,22891,Tony Veland,DB,19960181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.774193548,0,0,0,0,0,0,0,0,0,72.8,205,10.13,23.1260274,31.5,4.64,36,,4.1,118,,11.25,
8531,7798,David Gettis,WR,20100198,3,0,0,0,0,0,0,0,0,3,2,0,67,37,508,3,9,159,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588,0.117647059,0,3.941176471,2.176470588,29.88235294,0.176470588,0.529411765,9.352941176,0,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,75,217,,22.66849315,,4.43,34.5,15,4.41,124,6.94,,
8535,6699,D'Marco Farr,DT,19940413,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,37.5,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0.153846154,0,0,0,0,0.360576923,0,0,0.028846154,0.307692308,0,0,0,0,0,0,0,0,0,73,271,9.63,22.89041096,33.38,5.16,26,,4.28,102,,,
8536,18248,Thomas Rawls,RB,20150503,3,0,0,0,0,0,0,0,0,343,1499,8,40,30,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71875,46.84375,0.25,1.25,0.9375,7.71875,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,215,,21.75342466,,4.65,35.5,15,,116,,,
8537,24170,Marcus Williams,TE-WR,20010427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,230,,23.37260274,,4.56,41,,4.2,130,7.37,,
8556,20789,Telvin Smith,ILB,20140144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,332,101,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114035088,5.824561404,1.771929825,0.122807018,1.701754386,0,0,0,0,0,0,0,0,0,75,218,,23.09041096,,4.52,31.5,,,117,,,
8558,11432,Tim Johnson,DT-DE,19870141,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221153846,0,0,0.006410256,0.08974359,0,0,0,0,0,0,0,0,0,74,253,9.25,22.25753425,31.25,5.03,25,20,4.56,100,,,
8559,2964,Jarrod Bunch,FB,19910027,4,0,0,0,0,0,0,0,0,141,635,5,34,26,156,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,12.7,0.1,0.68,0.52,3.12,0.04,0.04,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,248,10.63,22.71232877,31.5,4.63,30.5,29,4.36,117,,11.98,
8560,21613,Tyrell Sutton,RB,20090633,2,0,0,0,0,0,0,0,0,25,139,0,23,18,132,0,16,332,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,8.6875,0,1.4375,1.125,8.25,0,1,20.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,68,211,,22.36438356,,4.68,33,,4.32,114,6.94,,
8563,5852,Lionel Dotson,DT,20080245,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,75.63,296,,23.21917808,,5.45,25,,4.75,99,7.62,,
8567,8792,Corey Hall,DB,20010215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,198,,22.2739726,,4.52,36.5,14,,127,,,
8570,23228,Seth Wand,T,20030075,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,321,,23.7369863,,5.15,31.5,20,4.5,107,7.57,,
8572,18072,Kelcy Quarles,DT,20140824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,75.75,297,,22.30410959,,5.03,23.5,27,,101,,,
8573,21546,Chris Sullivan,DE,19960119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.178571429,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,271,10,23.11780822,34.25,5.06,33,29,4.38,111,,,
8581,4009,Willie Clark,DB,19940082,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0.619047619,0.015873016,0,0,0,0,0,0,0.063492063,1.53968254,0,0,0,0,0,0,0,0,0,70.3,183,8,22.31232877,31.5,4.44,,,4.35,113,,,
8585,3415,Tank Carder,ILB,20120147,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282051282,0.153846154,0,0,0,0,0,0,0,0,0,0,0,74.38,236,,23.28493151,,4.58,34.5,19,4.18,121,6.89,,
8589,4771,Jared Crick,DT,20120126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,115,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195122,0,0,0,0,0,0.103658537,1.402439024,1.097560976,0,0,0,0,0,0,0,0,0,0,0,76.25,279,,22.69589041,,4.91,31,,4.4,104,7.47,,
8596,2891,Vince Buck,DB,19900044,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,71,571,0,4.5,0,0,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034883721,0.441860465,0,0.825581395,6.639534884,0,0.052325581,0,0,0.11627907,1.058139535,0,0,0,0,0,0,0,0,0,72.5,195,10.25,22.29041096,31.25,4.79,30,10,4.26,108,,11.65,
8599,15954,Zeke Motta,SS,20130244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,74.25,213,,22.96438356,,4.83,35.5,11,4.16,126,6.75,,
8606,12840,Jeremy Lane,CB,20120172,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,108,45,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974026,0.61038961,0,0,0,0,0,1.402597403,0.584415584,0.038961039,0.961038961,0,0,0,0,0,0,0,0,0,73,190,,21.8,,4.52,,,,,,,
8607,9957,Kyle Hix,OL,20110480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.88,319,,22.60821918,,5.44,32,24,4.78,104,7.77,,
8615,3279,Dean Caliguire,G-C,19900092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,282,10.13,23.15616438,31.5,,,23,,,,,
8616,9149,DaJohn Harris,DT,20120672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,75.38,306,,23.26849315,,5.16,,,,,,,
8618,16178,Terna Nande,LB,20060137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.13,232,,22.88219178,,4.55,39,41,4.11,124,6.97,,
8621,2730,Selwyn Brown,DB,19880808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,206,8.5,22.58630137,,4.69,30.5,20,4.35,117,,11.87,
8622,7145,Jay Foreman,LB,19990156,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011764706,0.223529412,0,0,0,0,0.052941176,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,241,,23.17534247,,4.68,36,20,4.16,117,7.2,,
8627,2614,Eric Brown,DB,19980061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3,208,9.75,23.09589041,33.5,4.53,40.5,12,4.06,125,7.08,11.1,
