,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
11571,6414,Atiyyah Ellison,DT,20050089,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,305,9.783040000000007,23.58082192,33.42385245901642,5.1,27.5,25.0,4.79,99.0,8.0,11.871250000000002,,2005
11572,9765,Akiem Hicks,DE,20120089,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,146,98,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,1.5869565217391304,1.065217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63,318,9.783040000000007,22.45753425,33.42385245901642,5.21,31.5,26.0,4.86,108.0,7.75,11.871250000000002,,2012
11578,22445,Michael Toudouze,G,20060162,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.75,303,9.864050632911392,23.02191781,32.8560810810811,5.12,26.5,23.0,4.7,100.0,7.45,11.45,,2006
11581,21559,John Sullivan,C,20080187,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,301,9.818837209302325,22.73150685,32.21309523809525,5.4,30.0,21.0,4.55,103.0,7.62,11.62,,2008
11583,6234,Kasim Edebali,OLB,20140660,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,36,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13559322033898305,0.6101694915254238,0.22033898305084745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,253,9.575971731448787,24.73972603,32.34203773584907,4.79,34.5,19.0,4.35,114.0,7.2,11.870966183574884,,2014
11586,21541,John Sullins,LB,19920932,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,237,10.0,22.76399567196721,30.25,5.15,27.0,21.21631205673759,4.312656546489565,106.0,7.245243902439021,11.870966183574884,,1992
11589,11030,A.J. Jenkins,WR,20120030,3,0,0,0,0.0,0,0,0,0,4,4,0,33,18,250,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.12903225806451613,0.0,1.064516129032258,0.5806451612903226,8.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,190,9.290307692307714,22.64657534,31.661673640167393,4.37,38.5,12.0,4.216081081081083,124.0,6.993472584856398,11.492093023255807,,2012
11592,14617,Daniel McCullers,DT,20140215,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,16,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260869565217391,0.34782608695652173,0.2826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75,352,9.783040000000007,21.75342466,33.42385245901642,5.18,20.5,27.0,4.4380239520958105,104.0,7.347658730158733,11.871250000000002,,2014
11603,14937,Mike McMahon,QB,20010149,5,229,515,2867,1375.2,15,21,54,338,82,409,7,1,1,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.896551724137931,17.75862068965517,98.86206896551724,47.42068965517242,0.5172413793103449,0.7241379310344828,1.8620689655172413,11.655172413793103,2.8275862068965516,14.10344827586207,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,207,9.481704545454544,22.21369863,31.774268292682947,4.55,37.5,14.052631578947368,4.12,124.0,7.12,12.07,27.0,2001
11608,23632,Greg Werner,TE,19890892,1,0,0,0,0.0,0,0,0,0,0,0,0,0,8,115,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,236,9.942499999999999,22.52054795,33.89451923076926,4.93,33.0,16.0,4.48,103.0,7.870920245398778,12.19,,1989
11609,20804,Troy Smith,WR,19990201,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,194,9.290307692307714,21.72876712,31.661673640167393,4.63,35.5,14.915584415584416,4.24,112.0,7.25,11.492093023255807,,1999
11611,16392,A.J. Nicholson,LB,20060157,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,252,9.575971731448787,22.86027397,32.34203773584907,4.9,33.25938566552901,25.0,4.43,116.0,7.37,11.870966183574884,,2006
11618,12302,Mitch King,DT,20090439,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,280,9.783040000000007,22.9890411,33.42385245901642,4.83,33.5,23.0,4.58,109.0,7.6,11.871250000000002,,2009
11619,20058,Kory Sheets,RB,20090615,1,0,0,0,0.0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13,208,9.36008064516131,24.08493151,31.239866666666696,4.39,37.0,15.0,4.39,121.0,7.18,11.648562874251494,,2009
11620,19915,Rob Selby,G-T,19910075,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,291,9.5,23.54246575,31.0,5.3,28.5,34.0,4.41,106.0,7.880350877192982,11.45,,1991
11622,17329,Micah Pellerin,CB,20120543,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,194,9.183984771573627,23.43835616,31.425782122904966,4.52,33.0,14.0,4.190721649484534,116.0,7.042195121951221,11.498524590163933,,2012
11629,12828,LaRon Landry,DB,20070006,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,418,134,8,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07339449541284404,3.834862385321101,1.2293577981651376,0.07339449541284404,0.6788990825688074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,213,9.183984771573627,22.55068493,31.425782122904966,4.38,37.5,14.659430122116689,4.190721649484534,123.0,7.042195121951221,11.498524590163933,,2007
11632,20076,Chris Shelling,DB,19950890,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6,183,10.0,22.47945205,29.5,4.64,35.154235145385584,12.0,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163933,,1995
11634,7549,Joey Galloway,WR,19950008,16,1,1,-1,79.2,0,0,0,0,64,492,1,1478,714,11109,77,4,68,0,145,1371,5,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0049504950495049506,0.0049504950495049506,-0.0049504950495049506,0.3920792079207921,0.0,0.0,0.0,0.0,0.31683168316831684,2.4356435643564356,0.0049504950495049506,7.316831683168317,3.5346534653465347,54.995049504950494,0.3811881188118812,0.019801980198019802,0.33663366336633666,0.0,0.7178217821782178,6.787128712871287,0.024752475247524754,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,188,10.25,23.43561644,30.63,4.5409315068493115,34.748180494905384,14.915584415584416,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255807,,1995
11645,16693,Roman Oben,T,19960066,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,301,10.13,23.54520548,36.0,5.17,28.0,24.0,4.95,107.0,7.870920245398778,11.598,,1996
11646,8413,Willie Green,WR,19900194,8,0,0,0,0.0,0,0,0,0,1,1,0,415,264,4077,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.007936507936507936,0.0,3.2936507936507935,2.0952380952380953,32.357142857142854,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,179,8.5,24.07123288,31.0,4.6,31.5,14.915584415584416,4.12,119.0,6.993472584856398,11.63,,1990
11652,15788,David Morgan,TE,20160188,2,0,0,0,0.0,0,0,0,0,0,0,0,8,6,38,1,2,29,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,1.7272727272727273,0.045454545454545456,0.09090909090909091,1.3181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13,262,9.942499999999999,22.95890411,33.89451923076926,5.02,30.0,29.0,4.19,115.0,6.93,11.598,,2016
11655,18514,Jamal Reynolds,DE,20010010,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,267,9.783040000000007,22.18082192,33.42385245901642,4.71,32.58196721311475,22.50974930362117,4.4380239520958105,113.65745856353591,7.347658730158733,11.871250000000002,,2001
11665,13684,Jonathan Luigs,C,20090106,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63,301,9.818837209302325,22.72054795,32.21309523809525,5.14,31.0,26.0,4.79,99.0,7.69,11.62,,2009
11666,21596,Vinny Sutherland,WR,20010136,2,0,0,0,0.0,0,0,0,0,1,16,0,2,2,13,0,66,1471,0,23,172,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.8421052631578947,0.0,0.10526315789473684,0.10526315789473684,0.6842105263157895,0.0,3.473684210526316,77.42105263157895,0.0,1.2105263157894737,9.052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,192,9.290307692307714,23.01369863,31.661673640167393,4.57,32.5,14.915584415584416,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255807,,2001
11674,1040,Peyton Barber,RB,20160801,2,0,0,0,0.0,0,0,0,0,85,311,3,11,9,59,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.269230769230769,11.961538461538462,0.11538461538461539,0.4230769230769231,0.34615384615384615,2.269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,228,9.36008064516131,21.85205479,31.239866666666696,4.64,32.5,20.0,4.21,111.0,7.0,11.648562874251494,,2016
11675,10854,Waverly Jackson,G-T,19970427,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,299,10.13,24.34794521,34.5,5.08,30.5,32.0,4.7014606741573015,104.0,7.880350877192982,11.45,,1997
11676,11113,Tim Jessie,RB,19870305,1,0,0,0,0.0,0,0,0,0,10,37,1,0,1,8,0,4,73,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,12.333333333333334,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,24.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,190,9.5,24.17534247,31.25,4.604981884057968,33.835593220338986,12.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,1987
11678,90,Rodney Adams,WR,20170170,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,189,9.290307692307714,22.63287671,31.661673640167393,4.44,29.5,8.0,4.28,125.0,6.98,11.492093023255807,,2017
11688,16697,Ben Obomanu,WR,20060249,7,0,0,0,0.0,0,0,0,0,4,41,0,180,101,1391,7,16,381,0,0,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.5616438356164384,0.0,2.4657534246575343,1.3835616438356164,19.054794520547944,0.0958904109589041,0.2191780821917808,5.219178082191781,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,205,9.290307692307714,22.51232877,31.661673640167393,4.45,38.0,14.915584415584416,4.21,116.0,7.18,11.492093023255807,,2006
11693,24168,Madieu Williams,DB,20040056,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,227,78,13,149,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,1.816,0.624,0.104,1.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,193,9.183984771573627,22.53150685,31.425782122904966,4.5,35.154235145385584,18.0,4.190721649484534,125.0,7.042195121951221,11.498524590163933,,2004
11694,267,Andy Alleman,G,20070088,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,305,9.864050632911392,23.45205479,32.8560810810811,5.08,30.0,27.0,4.65,106.0,7.8,11.45,,2007
11696,17594,Terry Pierce,LB,20030051,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,251,9.575971731448787,21.86027397,32.34203773584907,4.7,27.5,28.0,4.312656546489565,114.78682842287695,7.245243902439021,11.870966183574884,,2003
11698,4403,Steve Conley,LB-RB,19960072,1,0,0,0,0.0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,231,9.38,24.27123288,34.0,4.55,38.0,21.0,4.39,134.0,7.245243902439021,11.870966183574884,,1996
11701,17613,Tony Pike,QB,20100204,1,6,12,47,60.1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,12.0,47.0,60.1,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.75,223,9.481704545454544,24.13424658,31.774268292682947,4.9,28.5,14.052631578947368,4.53,108.0,7.06,12.07,,2010
11707,14884,Benardrick McKinney,ILB,20150043,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,167,108,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,3.7954545454545454,2.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,246,9.575971731448787,22.45753425,32.34203773584907,4.66,40.5,16.0,4.27,121.0,7.21,11.870966183574884,,2015
11710,1564,Mitchell Benson,NT-DT,19890072,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,300,9.783040000000007,21.91506849,33.42385245901642,5.22,27.5,27.0,4.77,101.0,7.347658730158733,11.871250000000002,,1989
11713,18009,Mickey Pruitt,LB-DB,19880874,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.323943661971831,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,211,10.25,22.76399567196721,32.34203773584907,4.752523961661344,33.25938566552901,5.0,4.312656546489565,114.78682842287695,7.245243902439021,11.870966183574884,,1988
11719,6135,John Dutton,DT-DE,19980172,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,1,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09898477157360407,0.0,0.0,0.005076142131979695,0.19289340101522842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,219,9.13,22.59178082,32.5,4.68,29.0,22.50974930362117,4.22,104.0,7.55,11.871250000000002,,1998
11722,5616,Ed Dickson,TE,20100070,8,0,0,0,0.0,0,0,0,0,0,0,0,320,189,2163,12,3,1,0,0,0,0,0.0,6,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4242424242424243,1.4318181818181819,16.386363636363637,0.09090909090909091,0.022727272727272728,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,249,9.942499999999999,22.75890411,33.89451923076926,4.59,34.0,23.0,4.59,115.0,7.32,11.598,,2010
11727,17443,Jason Peter,DE,19980014,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,274,10.13,23.6109589,33.25,4.857393483709271,32.58196721311475,22.50974930362117,4.4380239520958105,113.65745856353591,7.347658730158733,11.871250000000002,,1998
