,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
99,22474,Steve Trapilo,G,19870096,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,284,10.25,22.61643836,32.5,5.22,23.5,26.0,4.91,97.0,7.880350877192982,11.45,,1987
101,10604,Juaquin Iglesias,WR,20090099,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88,210,9.290307692307714,21.69041096,31.661673640167393,4.44,34.5,14.915584415584416,4.4,116.0,6.993472584856398,11.492093023255807,,2009
108,14547,Todd McClure,C,19990237,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00966183574879227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,298,9.818837209302325,22.17808219,32.21309523809525,5.25,28.0,29.0,4.51,93.0,7.81,11.62,,1999
110,20742,Raonall Smith,LB,20020038,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,244,9.575971731448787,23.50958904,32.34203773584907,4.56,42.0,26.0,4.11,121.0,7.1,11.870966183574884,,2002
112,15679,Evan Moore,WR,20080637,4,0,0,0,0.0,0,0,0,0,0,0,0,103,63,810,5,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1458333333333335,1.3125,16.875,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,233,9.290307692307714,23.3260274,31.661673640167393,4.78,27.0,16.0,4.43,110.0,7.08,11.492093023255807,,2008
114,24171,Marcus Williams,CB,20010427,4,0,0,0,0.0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,2.5,86,17,10,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.6888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.9111111111111112,0.37777777777777777,0.2222222222222222,1.3777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,230,9.183984771573627,23.37260274,31.425782122904966,4.56,41.0,14.659430122116689,4.2,130.0,7.37,11.498524590163933,,2001
132,20689,L.J. Smith,TE,20030061,7,0,0,0,0.0,0,0,0,0,0,0,0,423,251,2747,19,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8807339449541285,2.302752293577982,25.201834862385322,0.1743119266055046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,258,9.942499999999999,22.96712329,33.89451923076926,4.69,37.0,26.0,4.18,122.0,6.74,11.598,,2003
144,16948,John Owens,TE,20020138,8,0,0,0,0.0,0,0,0,0,0,0,0,42,23,199,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.2948717948717949,2.551282051282051,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,265,9.942499999999999,22.29041096,33.89451923076926,4.77,38.5,21.0,4.716348547717845,115.0,7.870920245398778,11.598,,2002
146,14520,Rolando McClain,LB,20100008,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,292,120,4,22,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417910447761194,4.358208955223881,1.791044776119403,0.05970149253731343,0.3283582089552239,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,249,9.575971731448787,20.78630137,32.34203773584907,4.68,33.25938566552901,24.0,4.312656546489565,114.78682842287695,7.245243902439021,11.870966183574884,,2010
149,398,Jason Andersen,G,19980211,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,314,10.25,22.63835616,33.5,5.35,29.5,21.0,4.5,102.0,8.42,11.45,,1998
152,11364,Melvin Johnson,DB,19950043,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,4,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.07692307692307693,0.8269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,195,8.88,23.03287671,33.5,4.71,34.5,13.0,4.17,127.0,7.042195121951221,11.4,,1995
153,21007,C.J. Spillman,DB,20090606,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17708333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,197,9.183984771573627,22.98630137,31.425782122904966,4.45,41.5,14.659430122116689,4.33,122.0,7.05,11.498524590163933,,2009
155,6093,Damon Dunn,WR,19980414,2,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,2,35,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.0,0.18181818181818182,3.1818181818181817,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,183,9.25,22.10684932,30.75,4.48,31.5,14.915584415584416,4.0,114.0,7.46,10.92,,1998
164,5647,Trent Dilfer,QB,19940006,14,1818,3307,21489,9462.4,117,133,276,1845,263,860,5,2,2,-6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367647058823529,24.316176470588236,158.00735294117646,69.5764705882353,0.8602941176470589,0.9779411764705882,2.0294117647058822,13.566176470588236,1.9338235294117647,6.323529411764706,0.03676470588235294,0.014705882352941176,0.014705882352941176,-0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,228,9.63,22.12876712,32.25,4.857445887445886,31.01658767772512,14.052631578947368,4.326666666666663,109.04784688995215,7.185413533834583,12.07,,1994
166,24084,Grant Williams,T,19960413,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,322,9.5,21.96164384,34.63,5.6,23.5,23.16,4.79,90.0,7.870920245398778,11.598,,1996
167,18780,Alfredo Roberts,TE-WR,19880197,5,0,0,0,0.0,0,0,0,0,0,0,0,7,50,476,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08433734939759036,0.6024096385542169,5.734939759036145,0.024096385542168676,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,247,8.75,23.16438356,33.89451923076926,4.95,29.5,23.16,4.46,102.17813765182186,7.870920245398778,11.91,,1988
169,13239,Chad Levitt,RB,19970123,1,0,0,0,0.0,0,0,0,0,2,3,0,9,2,24,0,1,12,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.9,0.2,2.4,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,233,9.13,21.42465753,31.5,4.61,34.5,19.0,4.19,122.0,7.41,11.46,,1997
172,1091,Derrick Barnes,LB,19970805,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9,261,9.25,22.61917808,33.63,4.92,33.0,15.0,4.42,109.0,7.88,12.25,,1997
174,11632,Josh Jones,S,20170061,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,43,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,3.909090909090909,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,220,9.183984771573627,22.61917808,31.425782122904966,4.41,37.5,20.0,4.27,132.0,7.042195121951221,11.498524590163933,17.0,2017
175,23947,Muhammad Wilkerson,DT,20110030,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,239,155,2,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4174757281553398,2.320388349514563,1.5048543689320388,0.019417475728155338,0.08737864077669903,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13,315,9.783040000000007,21.52876712,33.42385245901642,4.96,26.0,27.0,4.59,106.0,7.31,11.871250000000002,,2011
177,3542,Leonardo Carson,DT,20000113,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.578125,0.0,0.0,0.0,0.0,0.1328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,283,9.783040000000007,23.1890411,33.42385245901642,5.06,28.0,22.0,4.75,106.0,7.82,11.871250000000002,,2000
183,16020,Keith Mumphery,WR,20150175,2,0,0,0,0.0,0,0,0,0,0,0,0,48,25,205,0,14,338,0,36,280,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8333333333333334,6.833333333333333,0.0,0.4666666666666667,11.266666666666667,0.0,1.2,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,215,9.290307692307714,22.91506849,31.661673640167393,4.54,32.5,14.915584415584416,4.25,121.0,7.07,11.492093023255807,,2015
192,13284,Jeff Lewis,QB,19960100,5,28,54,210,445.20000000000005,0,2,8,71,21,78,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,4.5,17.5,37.1,0.0,0.16666666666666666,0.6666666666666666,5.916666666666667,1.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,215,9.25,23.02465753,31.0,4.857445887445886,31.01658767772512,14.052631578947368,4.326666666666663,109.04784688995215,7.185413533834583,12.07,,1996
196,10371,Doug Hudson,QB,19870186,1,0,1,0,39.6,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,39.6,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,197,7.25,22.64109589,29.0,4.86,25.0,14.052631578947368,4.52,105.0,7.185413533834583,12.07,,1987
207,10263,Justin Houston,LB,20110070,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,289,54,3,48,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722222222222223,3.2111111111111112,0.6,0.03333333333333333,0.5333333333333333,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88,270,9.575971731448787,22.30410959,32.34203773584907,4.62,36.5,30.0,4.37,125.0,6.95,11.870966183574884,,2011
210,23830,Jermaine Whitehead,DB,20150453,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,197,9.183984771573627,22.14794521,31.425782122904966,4.59,37.0,15.0,4.11,128.0,6.95,11.498524590163933,,2015
212,24207,Quintin Williams,DB,20040618,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,207,9.183984771573627,21.59726027,31.425782122904966,4.61,37.0,21.0,4.09,122.0,7.28,11.498524590163933,,2004
214,3545,Dwayne Carswell,TE,19940431,12,0,0,0,0.0,0,0,0,0,0,0,0,319,202,1797,15,5,14,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,1.160919540229885,10.327586206896552,0.08620689655172414,0.028735632183908046,0.08045977011494253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,264,9.38,22.27945205,33.0,5.16,26.5,17.0,4.5,102.0,7.870920245398778,12.78,,1994
226,23515,Larry Webster,DT-DE,19920070,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,285,9.63,23.28493151,32.63,5.18,31.5,23.0,4.75,109.0,7.347658730158733,11.871250000000002,,1992
227,10595,Henry Hynoski,FB,20110680,4,0,0,0,0.0,0,0,0,0,12,33,0,38,29,177,1,1,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.66,0.0,0.76,0.58,3.54,0.02,0.02,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,257,9.815,22.33972603,31.26954545454545,5.06,30.5,24.0,4.354098360655739,111.0,7.396521739130438,12.003333333333334,,2011
232,23110,Kenny Walker,DE,19910200,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,246,10.0,24.05753425,32.5,4.89,31.5,18.0,4.29,115.0,7.347658730158733,11.871250000000002,,1991
233,22943,Danny Villa,T-C-G,19870113,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,309,9.0,22.61369863,33.0,5.5,22.5,21.0,4.78,92.0,7.870920245398778,11.598,,1987
234,8344,Barrett Green,LB,20000050,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,233,9.575971731448787,22.47671233,32.34203773584907,4.56,36.0,22.0,4.312656546489565,120.0,7.245243902439021,11.870966183574884,,2000
239,24401,Martez Wilson,OLB,20110072,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,18,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,250,9.575971731448787,22.61369863,32.34203773584907,4.42,36.0,23.0,4.28,124.0,7.04,11.870966183574884,,2011
243,24297,Avery Williamson,ILB,20140151,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,219,128,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16379310344827586,3.7758620689655173,2.206896551724138,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,246,9.575971731448787,22.17808219,32.34203773584907,4.66,30.5,25.0,4.07,120.0,7.11,11.870966183574884,,2014
244,2936,Bryan Bulaga,T,20100023,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38,314,9.942499999999999,21.10136986,33.89451923076926,5.2,27.5,26.0,4.75,98.0,7.7,11.598,,2010
253,19031,Brian Rolle,LB,20110193,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.63,229,9.575971731448787,22.44931507,32.34203773584907,4.53,33.0,28.0,4.26,115.0,6.89,11.870966183574884,,2011
266,1034,Marion Barber,RB,20050109,7,0,0,0,0.0,0,0,0,0,74,317,3,0,25,209,1,4,25,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222222222222222,3.522222222222222,0.03333333333333333,0.0,0.2777777777777778,2.3222222222222224,0.011111111111111112,0.044444444444444446,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38,221,9.36008064516131,21.88493151,31.239866666666696,4.53,40.0,20.0,4.267629107981221,122.0,7.146617100371751,11.648562874251494,,2005
267,20682,Kevin Smith,DB,19910929,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,194,9.0,24.06849315,30.0,4.79,34.5,5.0,4.09,112.0,7.042195121951221,11.58,,1991
268,772,John Avery,RB,19980029,6,0,0,0,0.0,0,0,0,0,150,527,2,28,16,115,2,76,1809,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838709677419355,17.0,0.06451612903225806,0.9032258064516129,0.5161290322580645,3.7096774193548385,0.06451612903225806,2.4516129032258065,58.354838709677416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,184,9.13,22.28219178,30.5,4.38,34.5,17.0,4.16,121.0,7.35,11.09,,1998
270,15934,Randy Moss,WR,19980021,15,4,8,106,672.8,2,1,0,0,26,173,0,1853,1036,16269,166,2,33,0,21,196,1,0.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0.017167381974248927,0.034334763948497854,0.45493562231759654,2.8875536480686694,0.008583690987124463,0.004291845493562232,0.0,0.0,0.11158798283261803,0.7424892703862661,0.0,7.952789699570816,4.446351931330472,69.82403433476395,0.7124463519313304,0.008583690987124463,0.14163090128755365,0.0,0.09012875536480687,0.8412017167381974,0.004291845493562232,0.0,0.04291845493562232,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,194,9.63,21.1890411,34.0,4.38,33.0,14.915584415584416,4.17,117.0,7.19,11.87,17.0,1998
271,9985,Drew Hodgdon,C,20050151,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,309,9.818837209302325,23.45205479,32.21309523809525,5.31,32.0,25.22222222222222,4.45,108.0,7.49,11.62,,2005
