,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,player_id,name,position,combine_player_ids,combine_combine_ids,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attemps,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,Player,Pos,To,CarAV,DrAV,Age,Tm,Rnd,Pick,Year
575,567,567,2286,14872,Rich McKenzie,LB,19930153,12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,227,10.25,22.04383562,33.75,,,22,,,,,,Rich McKenzie,LB,1995,1,1,22,CLE,6,153,1993
576,568,568,2289,12342,Denver Kirkland,G,20160715,19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,335,,22.16164384,,5.55,22.5,19,5.06,94,8.72,,,,,,,,,,,,
577,569,569,2290,3978,Jon Clark,T,19960187,13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,354,10.13,23.1260274,33,5.61,24,13,5.15,89,,,,Jon Clark,T,1999,0,0,23,CHI,6,187,1996
578,570,570,2293,826,Brad Badger,G-T,19970162,13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,296,9.13,22.28493151,34,5.22,32.5,21,4.13,111,,,,,,,,,,,,,
579,571,571,2295,3893,Pete Chryplewicz,TE,19970135,13389,0,0,0,0,0,0,0,0,0,0,0,12,9,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,253,10,22.99452055,33.63,4.88,30.5,,4.32,111,7.48,11.62,,Pete Chryplewicz,TE,1999,0,0,23,DET,5,135,1997
580,572,572,2297,20186,Darrell Shropshire,DT,20050241,15913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,301,,22.11506849,,4.9,34,25,4.31,114,7.54,,,Darrell Shropshire,DT,2006,2,2,22,ATL,7,241,2005
581,573,573,2298,16119,Bobby Myers,DB,20000124,14520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,183,,23.44383562,,4.59,37.5,,4.1,123,7.04,,,Bobby Myers,DB,2001,3,3,23,TEN,4,124,2000
582,574,574,2301,17661,Kavika Pittman,DE,19960037,13262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,263,10.13,21.54520548,33.63,4.8,35,,4.85,123,,,,Kavika Pittman,DE,2003,34,18,21,DAL,2,37,1996
583,575,575,2302,1394,Nick Becton,OT,20130773,17997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.25,323,,23.21643836,,5.2,29.5,19,4.57,109,7.77,,,,,,,,,,,,
584,576,576,2303,6061,Karl Dunbar,DE,19900209,10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,283,10,22.94520548,33.63,,,18,,,,,,Karl Dunbar,DE,1995,1,,23,PIT,8,209,1990
585,577,577,2304,3372,Trung Canidate,RB,20000031,14375,0,0,0,0,0,0,0,0,240,1095,7,47,32,260,1,44,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,193,,23.13424658,,4.46,,18,,,,,,Trung Canidate,RB,2003,11,6,23,STL,1,31,2000
586,578,578,2306,11729,Willie Jones,DE,19990496,14144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79,372,,23.34794521,,5.58,26,30,4.78,102,8.01,,,,,,,,,,,,
587,579,579,2307,12009,Brett Keisel,DE,20020242,15015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,33,175,117,2,95,0,0,0,0,0,0,0,0,0,77,279,,23.6,,4.93,33.5,26,4.51,106,7.28,,,Brett Keisel,DE,2014,58,58,23,PIT,7,242,2002
588,580,580,2309,23406,Gabe Watson,DT,20060107,16213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,11,0,0,0,0,0,0,0,0,0,0,0,75.5,339,,22.6109589,,5.29,25,36,4.8,96,8.28,,,Gabe Watson,DT,2010,11,11,22,ARI,4,107,2006
589,581,581,2311,18970,James Roe,WR,19960186,13278,0,0,0,0,0,0,0,0,0,0,0,29,15,239,1,11,229,0,17,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,187,9.38,22.6739726,33.88,4.66,38.5,,4.34,132,,11.06,,James Roe,WR,1998,2,2,23,BAL,6,186,1996
590,582,582,2312,1958,Omar Bolden,CB,20120101,17676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1085,0,6,165,1,0,34,7,0,0,0,0,0,0,0,0,0,0,0,70.38,202,,23.36438356,,4.54,,24,,,,,,,,,,,,,,,
591,583,583,2315,14718,Jason McEndoo,C,19980197,13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,310,9.75,23.15890411,32,5.52,24.5,25,4.8,99,8.42,,,Jason McEndoo,C,1998,0,0,23,SEA,7,197,1998
592,584,584,2316,20,Victor Abiamiri,DE,20070057,16237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,25,10,0,0,0,0,0,0,0,0,0,0,0,76.25,267,,21.29863014,,4.85,,25,,,,,,Victor Abiamiri,DE,2009,5,5,21,PHI,2,57,2007
593,585,585,2320,3315,Bruce Campbell,T,20100106,17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.38,314,,21.92328767,,4.75,32,34,4.69,101,7.58,,,Bruce Campbell,T,2012,1,1,22,OAK,4,106,2010
594,586,586,2323,2524,Nehemiah Broughton,FB,20050222,15704,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,250,,22.48219178,,4.61,30,25,4.28,108,7.54,,,Nehemiah Broughton,FB,2006,0,0,22,WAS,7,222,2005
595,587,587,2338,20387,Bobby Sippio,WR,20020963,15093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,214,,21.3890411,,4.73,37,12,4.2,120,6.78,,,,,,,,,,,,
596,588,588,2341,18350,Jordan Reed,TE,20130085,18178,0,0,0,0,0,0,0,0,1,18,0,379,284,2933,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74.5,236,,22.82739726,,4.72,,16,,,,,,Jordan Reed,TE,2020,25,24,23,WAS,3,85,2013
597,589,589,2343,868,Stedman Bailey,WR,20130092,17986,0,0,0,0,0,0,0,0,3,46,1,96,59,843,2,2,37,0,1,90,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,70.25,193,,22.46849315,,4.52,34.5,11,4.09,117,6.81,,,Stedman Bailey,WR,2015,7,7,22,STL,3,92,2013
598,590,590,2349,11975,Jermaine Kearse,WR,20120642,17812,1,1,17,118.7,0,0,0,0,2,15,0,388,226,3122,22,13,283,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,72.88,209,,22.23287671,,4.5,34,14,4.12,119,7.03,,,,,,,,,,,,
599,591,591,2351,24637,Jerome Woods,DB,19960028,13342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,581,0,0,0,0,6,0,0,15,282,0,0,0,0,0,0,0,0,0,74,202,9.25,23.10958904,33,4.59,33.5,,,,,,,Jerome Woods,DB,2005,43,43,23,KAN,1,28,1996
600,592,592,2353,5784,Aaron Donald,DT,20140013,18333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,138,54,0,0,0,0,0,0,0,0,0,0,0,72.75,285,,22.97534247,,4.68,32,35,4.39,115,7.11,,,Aaron Donald,DT,2021,97,97,23,STL,1,13,2014
601,593,593,2355,4605,Brad Costello,P,19980409,13727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1239,0,73.1,226,9.25,23.36438356,30.5,,,,,,,,,,,,,,,,,,
602,594,594,2363,12837,Fred Lane,RB,19970428,13501,0,0,0,0,0,0,0,0,502,2001,13,58,43,275,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,209,8.63,21.63287671,31.13,4.75,31,19,4.18,116,7.39,11.5,,,,,,,,,,,
603,595,595,2364,22046,Fred Thomas,DB,19960047,13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,13,140,0,0,0,0,0,0,0,0,0,69.5,172,8.88,22.62191781,30.63,4.51,35,10,4,122,,11.75,,Fred Thomas,DB,2007,32,3,22,SEA,2,47,1996
604,596,596,2367,11664,Matt Jones,RB,20150095,18747,0,0,0,0,0,0,0,0,248,964,6,33,27,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,231,,22.16164384,,4.61,31.5,20,,112,,,,Matt Jones,RB,2017,9,9,22,WAS,3,95,2015
605,597,597,2368,6306,Michael Egnew,TE,20120078,17726,0,0,0,0,0,0,0,0,0,0,0,11,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.13,252,,22.49863014,,4.52,36,21,4.32,131,7.03,,,Michael Egnew,TE,2013,0,0,22,MIA,3,78,2012
606,598,598,2376,2376,Jeremy Bridges,G-T,20030185,15161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.1,301,,23.03287671,,5.45,28.5,25,4.74,96,8.12,,,,,,,,,,,,
607,599,599,2379,17587,Bernard Pierce,RB,20120084,17879,0,0,0,0,0,0,0,0,400,1554,6,48,33,179,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,72.25,218,,20.97808219,,4.45,36.5,17,4.28,123,7.07,,,Bernard Pierce,RB,2015,10,10,21,BAL,3,84,2012
608,600,600,2384,17260,Kevin Payne,DB,20070167,16412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,22,4,147,0,0,0,0,0,0,0,0,0,72.25,220,,23.4109589,,4.63,35,20,4.3,106,7,,,Kevin Payne,DB,2009,10,10,23,CHI,5,167,2007
609,601,601,2388,9396,Courtney Hawkins,WR,19920044,11824,0,0,0,0,0,0,0,0,20,50,0,668,374,4631,18,9,118,0,68,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,183,8.75,22.38630137,30.13,,,,,,,,,Courtney Hawkins,WR,2000,35,19,22,TAM,2,44,1992
610,602,602,2390,19053,Rich Romer,LB,19880168,10516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,214,9.25,22.16986301,,4.79,30,18,4.38,111,,11.89,,Rich Romer,LB,1989,0,0,22,CIN,7,168,1988
611,603,603,2391,21723,Teez Tabor,CB,20170053,19918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.25,199,,21.33972603,,4.62,31,9,,120,,,,Teez Tabor,CB,2021,3,3,21,DET,2,53,2017
612,604,604,2393,22068,Joey Thomas,DB,20040070,15629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72.9,195,,23.66849315,,4.46,38.5,17,3.88,122,6.82,,,Joey Thomas,DB,2008,3,2,24,GNB,3,70,2004
613,605,605,2395,13001,Trevor Laws,DT,20080047,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,14,1,13,0,0,0,0,0,0,0,0,0,72.75,304,,22.88219178,,5.12,30.5,35,4.49,103,7.37,,,Trevor Laws,DT,2011,7,7,23,PHI,2,47,2008
614,606,606,2411,4119,Ben Coates,TE,19910124,11287,0,0,0,0,0,0,0,0,3,-4,0,828,525,5813,51,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,243,10,21.69315068,35,4.95,28,15,4.56,109,,12.56,,Ben Coates,TE,2000,43,43,22,NWE,5,124,1991
615,607,607,2412,21956,Chris Terry,T,19990034,14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,291,,23.70684932,,5.07,31,,4.41,108,7.73,,,Chris Terry,T,2007,36,23,24,CAR,2,34,1999
616,608,608,2416,24418,Robert Wilson,RB,19910080,11637,0,0,0,0,0,0,0,0,45,183,0,3,23,129,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,240,9.5,22.28219178,31,4.98,27.5,18,,103,,,,Robert Wilson,RB,1996,2,2,22,TAM,3,80,1991
617,609,609,2417,11500,Ben Jones,FB-BB-TB-WB,20120099,17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,303,,22.83287671,,5.35,30.5,29,4.74,105,7.95,,,,,,,,,,,,
618,610,610,2419,21686,Sam Sword,LB,19990401,14293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,242,,24.38356164,,5.01,,,4.34,,7.8,,,,,,,,,,,,
619,611,611,2423,3897,Barry Church,DB,20100571,17107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,403,140,7,114,0,0,0,0,0,0,0,0,0,73.5,222,,22.20821918,,4.69,36,19,4.17,121,6.65,,,,,,,,,,,,
620,612,612,2427,23894,Casey Wiegmann,C,19960408,13332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,74.3,291,10.25,22.76712329,30.63,,,,,,,,,,,,,,,,,,
621,613,613,2432,16648,Dan O'Leary,TE,20010195,14778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,252,,23.65205479,,5.02,32,16,4.31,113,7.4,,,Dan O'Leary,TE,2002,0,0,24,BUF,6,195,2001
622,614,614,2437,18246,Eric Ravotti,LB,19940180,12667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,246,9.25,23.12328767,31.5,4.85,30,30,4.5,110,,11.94,,Eric Ravotti,LB,1996,3,3,23,PIT,6,180,1994
623,615,615,2438,6211,Eric Ebron,TE,20140010,18339,0,0,0,0,0,0,0,0,1,1,1,261,166,1857,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.38,250,,21.09041096,,4.6,32,24,,120,,,16,Eric Ebron,TE,2021,27,15,21,DET,1,10,2014
624,616,616,2441,12762,Brandon LaFell,WR,20100078,17197,0,1,0,39.6,0,0,0,0,12,136,0,686,399,5247,30,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74.5,211,,23.47945205,,4.58,36,,4.23,115,6.81,,,Brandon LaFell,WR,2018,43,19,23,CAR,3,78,2010
625,617,617,2444,17767,Keith Poole,WR,19970116,13565,0,0,0,0,0,0,0,0,1,14,0,193,98,1746,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,188,9.25,22.85205479,30.63,4.57,31,,4.28,115,7.3,11.51,,Keith Poole,WR,2001,13,13,23,NOR,4,116,1997
626,618,618,2446,23497,Lardarius Webb,DB,20090088,17042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1069,1,62,589,1,5,414,71,18,154,0,0,0,0,0,0,0,0,0,69.75,179,,23.55068493,,4.35,36.5,15,4.1,121,6.77,,,Lardarius Webb,DB,2017,36,36,23,BAL,3,88,2009
627,619,619,2451,606,Arik Armstead,DE,20150017,18582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,19,0,0,0,0,0,0,0,0,0,0,0,79.1,292,,21.46849315,,5.1,34,24,4.53,117,7.57,,,,,,,,,,,,
628,620,620,2455,4134,Trevor Cobb,RB,19930827,12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9,194,9,,29.75,4.68,30,11,4.41,103,,11.8,,,,,,,,,,,
629,621,621,2459,8411,Victor Green,DB,19930409,12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,7,0,0,25,619,0,0,0,0,0,0,0,0,0,69.1,195,9.13,23.39452055,31.88,4.53,33,17,4.36,118,,12.4,,,,,,,,,,,
630,622,622,2461,12387,Adrian Klemm,G-T,20000046,14483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,307,,22.91780822,,4.98,,24,,,,,,,,,,,,,,,
631,623,623,2462,202,Keith Alex,G,19920243,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,313,9.63,22.89589041,35.25,5.3,30.5,18,4.77,110,,,,Keith Alex,G,1993,1,1,23,ATL,9,243,1992
632,624,624,2468,20672,Jonnu Smith,TE,20170100,19907,0,0,0,0,0,0,0,0,0,0,0,23,13,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75,248,,22.19452055,,4.62,38,22,4.18,127,,,,Jonnu Smith,TE,2021,11,11,22,TEN,3,100,2017
633,625,625,2474,21058,Charles Stackhouse,FB,20020529,15097,0,0,0,0,0,0,0,0,1,0,0,27,21,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,252,,22.03835616,,4.98,29,20,4.53,109,7.63,,,,,,,,,,,,
634,626,626,2476,1127,Harlon Barnett,DB,19900101,10907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2,0,0,4,91,0,0,0,0,0,0,0,0,0,70.8,195,8.88,23.31780822,30.88,4.55,33,17,4.19,119,,10.99,,Harlon Barnett,DB,1996,23,4,23,CLE,4,101,1990
635,627,627,2484,11433,Tim Johnson,LB,19870141,10117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,8,0,0,0,0,0,0,0,0,0,74,253,9.25,22.25753425,31.25,5.03,25,20,4.56,100,,,,,,,,,,,,,
636,628,628,2491,21801,Lars Tate,RB,19880053,10543,0,0,0,0,0,0,0,0,292,1061,15,0,16,98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,213,8.75,22.23835616,,4.47,31.5,18,4.37,124,,11.69,,Lars Tate,RB,1990,8,8,22,TAM,2,53,1988
637,629,629,2492,7959,Aaron Glenn,DB,19940012,12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2622,1,6,75,0,1,6,1,41,560,0,0,0,0,0,0,0,0,0,68.5,184,8.88,21.78630137,30,,,9,,,,,,Aaron Glenn,DB,2008,71,48,22,NYJ,1,12,1994
638,630,630,2493,24258,Terry Williams,DB,19880037,10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,192,8.25,22.54246575,,4.46,28.5,18,4.34,116,,11.59,,Terry Williams,DB,1989,0,0,22,NYJ,2,37,1988
639,631,631,2494,16123,Chris Myers,G,20050200,15865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,76.6,300,,23.61917808,,5.18,,25,,,,,,Chris Myers,G,2014,59,9,23,DEN,6,200,2005
640,632,632,2498,15915,Brandon Mosley,OT,20120131,17863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.63,314,,23.36164384,,5.14,27,30,4.78,103,7.43,,,,,,,,,,,,
641,633,633,2501,21646,D.J. Swearinger,FS,20130057,18212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,222,61,9,76,0,0,0,0,0,0,0,0,0,70.5,208,,21.6630137,,4.67,37,17,4.11,124,6.7,,28,,,,,,,,,,
642,634,634,2512,7476,Blaine Gabbert,QB,20110010,17431,730,1298,7849,3359.3,43,40,113,748,157,579,3,1,1,-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.38,234,,21.54794521,,4.61,33.5,,4.26,120,6.84,,42,Blaine Gabbert,QB,2021,16,7,21,JAX,1,10,2011
643,635,635,2524,13430,John Little,DT-DE-NT,19870820,10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,199,9.25,,30,4.66,29,,4.19,113,,11.65,,,,,,,,,,,
644,636,636,2527,16029,Marc Munford,LB,19870111,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,0,0,0,0,0,0,0,0,0,74,238,9,22.21369863,30.5,4.78,30,15,4.31,110,,11.85,,Marc Munford,LB,1990,11,11,22,DEN,4,111,1987
645,637,637,2530,17198,Johnny Patrick,DB,20110088,17544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,59,6,1,0,0,0,0,0,0,0,0,0,0,70.63,191,,22.70958904,,4.59,32,13,4.16,110,,,,Johnny Patrick,DB,2013,4,2,23,NOR,3,88,2011
646,638,638,2531,7142,Todd Fordham,T,19970400,13441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6,307,9.5,23.54246575,33.75,,,25,,,,,,,,,,,,,,,
647,639,639,2533,21839,Cordell Taylor,DB,19980057,13928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,192,9,24.3369863,31.63,4.46,37.5,18,4.21,121,7.08,10.94,,Cordell Taylor,DB,1999,1,1,24,JAX,2,57,1998
648,640,640,2534,24158,Lamanzer Williams,DE,19980179,13960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,272,10,23.43287671,34.5,,,,,,,,,Lamanzer Williams,DE,1998,0,0,23,JAX,6,179,1998
649,641,641,2536,2753,Travis Brown,QB,20000466,14368,29,52,361,269.4,1,3,2,9,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,218,,22.76164384,,5.03,29,,4.87,101,7.54,,35,,,,,,,,,,
650,642,642,2540,16971,Orlando Pace,T,19970001,13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,78.9,334,10.75,21.47123288,36.25,,,,,,,,,,,,,,,,,,
651,643,643,2542,22375,Tony Tolbert,DE,19890085,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,54,0,0,0,0,0,0,0,0,0,78.1,231,,21.33150685,,4.86,29.5,14,4.64,109,,12.52,,Tony Tolbert,DE,1997,57,57,21,DAL,4,85,1989
652,644,644,2544,18048,Andre Purvis,DT,19970144,13570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,304,10.88,23.78082192,33,5.14,26.5,33,4.99,103,9.16,,,Andre Purvis,DT,1999,2,2,24,CIN,5,144,1997
653,645,645,2545,21976,Larry Tharpe,T,19920145,12031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,299,10.63,21.44931507,36,5.34,24,22,4.89,105,,,,Larry Tharpe,T,2000,21,14,21,DET,6,145,1992
654,646,646,2550,24035,Darrent Williams,DB,20050056,15949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,456,0,42,354,0,1,0,0,6,145,0,0,0,0,0,0,0,0,0,69,176,,22.58630137,,4.3,39,16,3.96,124,6.97,,,Darrent Williams,DB,2006,11,11,22,DEN,2,56,2005
655,647,647,2554,5115,Andrew Datko,T,20120241,17717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,315,,21.71232877,,5.19,29.5,,4.54,100,7.71,,,,,,,,,,,,
656,648,648,2556,6197,Chad Eaton,DT-NT,19950241,12826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,292,10.75,23.05753425,33,5.23,25.5,24,4.78,98,,,,,,,,,,,,,
657,649,649,2558,22656,Michael Turner,RB,20040154,15638,0,0,0,0,0,0,0,0,1750,7776,69,112,73,545,1,47,1186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.5,237,,22.20821918,,4.49,31,22,4.15,114,7.5,,,Michael Turner,RB,2012,55,9,22,SDG,5,154,2004
658,650,650,2573,18577,Kris Richard,DB,20020085,15079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186,,22.49315068,,4.46,39.5,10,4.15,117,,,,Kris Richard,DB,2005,2,2,23,SEA,3,85,2002
659,651,651,2581,14713,Leeland McElroy,RB,19960032,13223,0,0,0,0,0,0,0,0,224,729,3,22,12,73,1,54,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6,198,9.25,21.83561644,32.25,4.39,37,22,4.06,120,,11.07,,Leeland McElroy,RB,1997,5,5,22,ARI,2,32,1996
